design,sku,name,primary_category,additional_category_1,additional_category_2,additional_category_3,all_categories,customizable,assignment_notes
1050,MB1-1050,Protected by the Lord and a Gun,sports and hobbies,address and property,,,sports and hobbies; address and property,No,Address & Property: property protection theme
1051,MB1-1051,Pumpkin 3,seasonal and holiday,,,,seasonal and holiday,No,
1052,MB1-1052,Pumpkin Monogram Frame,seasonal and holiday,family & name,,,seasonal and holiday; family & name,Yes,Family & Name: monogram/name theme; personalized seasonal crossover
1053,MB1-1053,Quarter pound,sports and hobbies,,,,sports and hobbies,No,
1056,MB1-1056,Rat Rod,garage and workshop,,,,garage and workshop,No,
1058,MB1-1058,Revelation 1911,home decor and inspirational,,,,home decor and inspirational,No,
1059,MB1-1059,Rock _ Roll Guitar,sports and hobbies,,,,sports and hobbies,No,
1060,MB1-1060,Rose and skull design,home decor and inspirational,,,,home decor and inspirational,No,
1061,MB1-1061,Route 66 Bullet Holes,home decor and inspirational,,,,home decor and inspirational,No,
1062,MB1-1062,Route 66,home decor and inspirational,,,,home decor and inspirational,No,
1064,MB1-1064,SKULBULB,home decor and inspirational,,,,home decor and inspirational,No,
1065,MB1-1065,Santa Skull,seasonal and holiday,,,,seasonal and holiday,No,
1066,MB1-1066,Sawdust is man glitter,garage and workshop,,,,garage and workshop,No,
1067,MB1-1067,Scroll cross,home decor and inspirational,,,,home decor and inspirational,No,
1068,MB1-1068,Semi front end,garage and workshop,,,,garage and workshop,No,
1069,MB1-1069,Semi,garage and workshop,,,,garage and workshop,No,
1070,MB1-1070,She Shed saw blade,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1071,MB1-1071,Ships wheel and rope,lake house and nautical,home decor and inspirational,,,lake house and nautical; home decor and inspirational,No,Home Décor & Inspirational: lake/nautical home décor crossover
1072,MB1-1072,Shoot your local,home decor and inspirational,,,,home decor and inspirational,No,
1073,MB1-1073,Shotgun skeleton,sports and hobbies,,,,sports and hobbies,No,
1074,MB1-1074,Show Stock,home decor and inspirational,,,,home decor and inspirational,No,
1076,MB1-1076,Skeleton guitarist with cowboy hat,farm and western,,,,farm and western,No,
1077,MB1-1077,Smash Your Goals,home decor and inspirational,,,,home decor and inspirational,No,
1080,MB1-1080,Spark Plug Bomber Girl,garage and workshop,,,,garage and workshop,No,
1081,MB1-1081,Speed Shop 2,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,Yes,Garage & Workshop: garage/workshop theme
1082,MB1-1082,Speed Shop,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,Yes,Garage & Workshop: garage/workshop theme
1083,MB1-1083,Spirit Board,home decor and inspirational,,,,home decor and inspirational,No,
1084,MB1-1084,Spirit board planchette,home decor and inspirational,,,,home decor and inspirational,No,
1085,MB1-1085,Stand for the flag kneel for the cross 3 layer,seasonal and holiday,,,,seasonal and holiday,No,
1086,MB1-1086,Stand for the flag kneel for the cross single layer,seasonal and holiday,,,,seasonal and holiday,No,
1087,MB1-1087,Steampunk Garage,garage and workshop,,,,garage and workshop,Yes,
1088,MB1-1088,Still Gonna Send It,home decor and inspirational,,,,home decor and inspirational,No,
1089,MB1-1089,Sun 1,home decor and inspirational,,,,home decor and inspirational,No,
1090,MB1-1090,Sun 10,home decor and inspirational,,,,home decor and inspirational,No,
1091,MB1-1091,Sun 11,home decor and inspirational,,,,home decor and inspirational,No,
1092,MB1-1092,Sun 12,home decor and inspirational,,,,home decor and inspirational,No,
1093,MB1-1093,Sun 2,home decor and inspirational,,,,home decor and inspirational,No,
1094,MB1-1094,Sun 3,home decor and inspirational,,,,home decor and inspirational,No,
1095,MB1-1095,Sun 4,home decor and inspirational,,,,home decor and inspirational,No,
1096,MB1-1096,Sun 5,home decor and inspirational,,,,home decor and inspirational,No,
1097,MB1-1097,Sun 6(1),home decor and inspirational,,,,home decor and inspirational,No,
1098,MB1-1098,Sun 6,home decor and inspirational,,,,home decor and inspirational,No,
1099,MB1-1099,Sun 7(1),home decor and inspirational,,,,home decor and inspirational,No,
1100,MB1-1100,Sun 7,home decor and inspirational,,,,home decor and inspirational,No,
1101,MB1-1101,Sun 8(1),home decor and inspirational,,,,home decor and inspirational,No,
1102,MB1-1102,Sun 8,home decor and inspirational,,,,home decor and inspirational,No,
1103,MB1-1103,Sun 9,home decor and inspirational,,,,home decor and inspirational,No,
1104,MB1-1104,Sun and Moon,home decor and inspirational,,,,home decor and inspirational,No,
1105,MB1-1105,Sun and moon 2,home decor and inspirational,,,,home decor and inspirational,No,
1106,MB1-1106,Sun and the moon,home decor and inspirational,,,,home decor and inspirational,No,
1107,MB1-1107,Sunflowers 2 layer,home decor and inspirational,,,,home decor and inspirational,No,
1108,MB1-1108,Sunflowers,home decor and inspirational,,,,home decor and inspirational,No,
1109,MB1-1109,Super Bee Single Layer,wildlife and outdoors,,,,wildlife and outdoors,No,
1110,MB1-1110,Tactical skeleton,sports and hobbies,,,,sports and hobbies,No,
1112,MB1-1112,Tattoo Removal,sports and hobbies,,,,sports and hobbies,No,
1113,MB1-1113,Tattoo birds couple,sports and hobbies,wildlife and outdoors,,,sports and hobbies; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
1114,MB1-1114,Tattoo shop,sports and hobbies,,,,sports and hobbies,Yes,
1115,MB1-1115,Texas Bottle opener,home decor and inspirational,,,,home decor and inspirational,No,
1117,MB1-1117,Thankful,home decor and inspirational,,,,home decor and inspirational,No,
1118,MB1-1118,The Forge,garage and workshop,,,,garage and workshop,No,
1119,MB1-1119,The General Store,home decor and inspirational,,,,home decor and inspirational,No,
1120,MB1-1120,The Queen of hearts,home decor and inspirational,,,,home decor and inspirational,No,
1121,MB1-1121,The mountains are calling,wildlife and outdoors,,,,wildlife and outdoors,No,
1122,MB1-1122,Theater masks,sports and hobbies,,,,sports and hobbies,No,
1123,MB1-1123,Theater,sports and hobbies,,,,sports and hobbies,No,
1124,MB1-1124,Theatre Now Showing,sports and hobbies,,,,sports and hobbies,No,
1125,MB1-1125,Theres no place like home,home decor and inspirational,,,,home decor and inspirational,No,
1126,MB1-1126,Tiki mask,beach and coastal,home decor and inspirational,lake house and nautical,,beach and coastal; home decor and inspirational; lake house and nautical,No,Home Décor & Inspirational: coastal home décor crossover | Lake House & Nautical: coastal/nautical crossover
1127,MB1-1127,Till Death skulls,home decor and inspirational,,,,home decor and inspirational,No,
1128,MB1-1128,Tomahawks,home decor and inspirational,,,,home decor and inspirational,No,
1129,MB1-1129,Toon truck with tree,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1130,MB1-1130,Tree cross,home decor and inspirational,,,,home decor and inspirational,No,
1131,MB1-1131,Trespassers,home decor and inspirational,,,,home decor and inspirational,No,
1132,MB1-1132,Tribal angel,home decor and inspirational,,,,home decor and inspirational,No,
1133,MB1-1133,Trophy backplate,sports and hobbies,,,,sports and hobbies,Yes,
1151,MB1-1151,Truss Bar 2x6 doubled cross beam,sports and hobbies,,,,sports and hobbies,Yes,
1152,MB1-1152,Truss Beam Table template,home decor and inspirational,,,,home decor and inspirational,No,
1153,MB1-1153,Truss desk 2x6 doubled cross beam,home decor and inspirational,,,,home decor and inspirational,No,
1154,MB1-1154,Turkey Monogram,family & name,home decor and inspirational,wildlife and outdoors,,family & name; home decor and inspirational; wildlife and outdoors,Yes,Home Décor & Inspirational: family/name sign home décor crossover | Wildlife & Outdoors: wildlife/outdoor theme
1155,MB1-1155,Turtle in Compass,lake house and nautical,home decor and inspirational,,,lake house and nautical; home decor and inspirational,No,Home Décor & Inspirational: lake/nautical home décor crossover
1156,MB1-1156,Tyranny and Rebellion,home decor and inspirational,,,,home decor and inspirational,No,
1168,MB1-1168,Vintage sign design 1,home decor and inspirational,,,,home decor and inspirational,No,
1169,MB1-1169,Vintage sign design 2,home decor and inspirational,,,,home decor and inspirational,No,
1170,MB1-1170,Vintage sign design 3,home decor and inspirational,,,,home decor and inspirational,No,
1171,MB1-1171,Vintage sign design 4,home decor and inspirational,,,,home decor and inspirational,No,
1172,MB1-1172,Vintage sign design 5,home decor and inspirational,,,,home decor and inspirational,No,
1173,MB1-1173,War Room back plate,home decor and inspirational,,,,home decor and inspirational,No,
1174,MB1-1174,War Room,home decor and inspirational,,,,home decor and inspirational,No,
1175,MB1-1175,Warning you are now in range,address and property,,,,address and property,No,
1177,MB1-1177,We Dont Dial 911 AR,home decor and inspirational,,,,home decor and inspirational,No,
1178,MB1-1178,We The People 1776 plaque,seasonal and holiday,,,,seasonal and holiday,No,
1179,MB1-1179,We The People US Outline,seasonal and holiday,,,,seasonal and holiday,No,
1180,MB1-1180,We The People shield,seasonal and holiday,,,,seasonal and holiday,No,
1181,MB1-1181,Wedding Tree of life curly List,wedding and events,home decor and inspirational,family & name,,wedding and events; home decor and inspirational; family & name,Yes,Home Décor & Inspirational: home décor/inspirational theme; wedding keepsake/home décor crossover | Family & Name: wedding personalization crossover
1182,MB1-1182,Wedding rings,wedding and events,family & name,home decor and inspirational,,wedding and events; family & name; home decor and inspirational,Yes,Family & Name: wedding personalization crossover | Home Décor & Inspirational: wedding keepsake/home décor crossover
1183,MB1-1183,Weed the people US outline,home decor and inspirational,,,,home decor and inspirational,No,
1184,MB1-1184,WeedEyesSugarSkull,home decor and inspirational,,,,home decor and inspirational,No,
1185,MB1-1185,WeedThePeople,home decor and inspirational,,,,home decor and inspirational,No,
1186,MB1-1186,Welcome Guitar,sports and hobbies,,,,sports and hobbies,Yes,
1187,MB1-1187,Welcome Saw Blade,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,Yes,Garage & Workshop: garage/workshop theme
1188,MB1-1188,Welcome Sign,home decor and inspirational,,,,home decor and inspirational,Yes,
1189,MB1-1189,Welcome Star,home decor and inspirational,,,,home decor and inspirational,Yes,
1190,MB1-1190,Welding helmet,sports and hobbies,,,,sports and hobbies,No,
1191,MB1-1191,What would you do if you could not fail,home decor and inspirational,,,,home decor and inspirational,No,
1192,MB1-1192,Wine bottle and glass,sports and hobbies,,,,sports and hobbies,No,
1193,MB1-1193,Wing cross,home decor and inspirational,,,,home decor and inspirational,No,
1194,MB1-1194,Winners trophy and Banner,sports and hobbies,,,,sports and hobbies,Yes,
1195,MB1-1195,Winners trophy,sports and hobbies,,,,sports and hobbies,Yes,
1196,MB1-1196,Wooden Spoon Survivor,home decor and inspirational,,,,home decor and inspirational,No,
1197,MB1-1197,Work Hard stay humble,home decor and inspirational,,,,home decor and inspirational,No,
1198,MB1-1198,Worlds Greatest Dad Trophy,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: family relationship theme
1199,MB1-1199,Worlds Greatest Mom Trophy,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: family relationship theme
1201,MB1-1201,Yin and Yang Tree,home decor and inspirational,,,,home decor and inspirational,No,
1202,MB1-1202,You And Me infinity,home decor and inspirational,,,,home decor and inspirational,No,
1203,MB1-1203,You Are Here target,address and property,,,,address and property,No,
1204,MB1-1204,Zebra skull,wildlife and outdoors,,,,wildlife and outdoors,No,
1206,MB1-1206,bearded skull,home decor and inspirational,,,,home decor and inspirational,No,
1207,MB1-1207,bee,wildlife and outdoors,,,,wildlife and outdoors,No,
1208,MB1-1208,cant knock the hustle,home decor and inspirational,,,,home decor and inspirational,No,
1209,MB1-1209,corner coffee shop,home decor and inspirational,,,,home decor and inspirational,Yes,
1210,MB1-1210,cowboy skull and guns,farm and western,,,,farm and western,No,
1211,MB1-1211,cowboy skull,farm and western,,,,farm and western,No,
1212,MB1-1212,cross cut saw,home decor and inspirational,,,,home decor and inspirational,No,
1213,MB1-1213,dead and breakfast with stake,home decor and inspirational,,,,home decor and inspirational,No,
1214,MB1-1214,dead and breakfast,home decor and inspirational,,,,home decor and inspirational,No,
1215,MB1-1215,deer,wildlife and outdoors,,,,wildlife and outdoors,No,
1216,MB1-1216,dice cherries,sports and hobbies,,,,sports and hobbies,No,
1217,MB1-1217,dragon circle,wildlife and outdoors,,,,wildlife and outdoors,No,
1218,MB1-1218,gather,home decor and inspirational,,,,home decor and inspirational,No,
1219,MB1-1219,gun flag,sports and hobbies,,,,sports and hobbies,No,
